id,date,receiver_deliverer,details,amount,currency,debit_credit
2217,2022-06-01,Klick\Tabasalu,'5555******4444 01.06.22  Klick\Tabasalu,212.83,EUR,D
2218,2022-06-02,Apotheka\Paldiski,'5555******4444 02.06.22  Apotheka\Paldiski,179.88,EUR,D
2219,2022-06-02,Selver\Kunda,'5555******4444 02.06.22  Selver\Kunda,451.66,EUR,D
2220,2022-06-02,Viasat\Lihula,'5555******4444 02.06.22  Viasat\Lihula,174.68,EUR,D
2221,2022-06-02,Lea,Salary from Lea,3359.06,EUR,K
2222,2022-06-03,Coop\Luunja,'5555******4444 03.06.22  Coop\Luunja,356.29,EUR,D
2223,2022-06-03,Tervis24\Muhu,'5555******4444 03.06.22  Tervis24\Muhu,489.43,EUR,D
2224,2022-06-03,Cropp\Elva,'5555******4444 03.06.22  Cropp\Elva,92.24,EUR,D
2225,2022-06-03,Home4You\Luunja,'5555******4444 03.06.22  Home4You\Luunja,143.24,EUR,D
2226,2022-06-05,Selver\Otepää,'5555******4444 05.06.22  Selver\Otepää,424.8,EUR,D
2227,2022-06-05,Mohito\Kärdla,'5555******4444 05.06.22  Mohito\Kärdla,450.25,EUR,D
2228,2022-06-05,Home4You\Pärnu,'5555******4444 05.06.22  Home4You\Pärnu,152.07,EUR,D
2229,2022-06-06,Alexela\Kohtla-Järve,'5555******4444 06.06.22  Alexela\Kohtla-Järve,21.75,EUR,D
2230,2022-06-06,Juveel\Lihula,'5555******4444 06.06.22  Juveel\Lihula,102.59,EUR,D
2231,2022-06-06,Ülemiste Keskus\Otepää,'5555******4444 06.06.22  Ülemiste Keskus\Otepää,46.83,EUR,D
2232,2022-06-07,Marleen,Transaction with Marleen,512.17,EUR,D
2233,2022-06-07,Neste\Saue,'5555******4444 07.06.22  Neste\Saue,79.76,EUR,D
2234,2022-06-08,Solaris Keskus\Kiviõli,'5555******4444 08.06.22  Solaris Keskus\Kiviõli,394.66,EUR,D
2235,2022-06-08,Viimistlusmarket\Paide,'5555******4444 08.06.22  Viimistlusmarket\Paide,234.09,EUR,D
2236,2022-06-10,Margus,Transaction with Margus,443.47,EUR,K
2237,2022-06-10,Circle K\Kose,'5555******4444 10.06.22  Circle K\Kose,53.47,EUR,D
2238,2022-06-11,Kose Vesi\Paldiski,'5555******4444 11.06.22  Kose Vesi\Paldiski,117.52,EUR,D
2239,2022-06-11,Kaubamaja Lastemaailm\Saue,'5555******4444 11.06.22  Kaubamaja Lastemaailm\Saue,15.42,EUR,D
2240,2022-06-11,Priit,Transaction with Priit,387.94,EUR,K
2241,2022-06-11,ERGO\Tallinn,'5555******4444 11.06.22  ERGO\Tallinn,54.87,EUR,D
2242,2022-06-11,Anu,Transaction with Anu,522.66,EUR,K
2243,2022-06-12,Terminal Oil\Tõrva,'5555******4444 12.06.22  Terminal Oil\Tõrva,76.95,EUR,D
2244,2022-06-12,Maxima\Tõrva,'5555******4444 12.06.22  Maxima\Tõrva,202.33,EUR,D
2245,2022-06-12,Rademar\Muhu,'5555******4444 12.06.22  Rademar\Muhu,288.56,EUR,D
2246,2022-06-13,Kaubamaja\Sillamäe,'5555******4444 13.06.22  Kaubamaja\Sillamäe,143.95,EUR,D
2247,2022-06-13,Uuskasutuskeskus\Paide,'5555******4444 13.06.22  Uuskasutuskeskus\Paide,486.16,EUR,D
2248,2022-06-13,XS Mänguasjad\Maardu,'5555******4444 13.06.22  XS Mänguasjad\Maardu,414.53,EUR,D
2249,2022-06-14,Imatra Elekter\Muhu,'5555******4444 14.06.22  Imatra Elekter\Muhu,53.98,EUR,D
2250,2022-06-14,Neste\Lohusuu,'5555******4444 14.06.22  Neste\Lohusuu,89.37,EUR,D
2251,2022-06-14,Reet,Transaction with Reet,878.52,EUR,D
2252,2022-06-15,Neste\Paldiski,'5555******4444 15.06.22  Neste\Paldiski,91.35,EUR,D
2253,2022-06-15,Jüri,Transaction with Jüri,296.43,EUR,D
2254,2022-06-15,PZU\Kilingi-Nõmme,'5555******4444 15.06.22  PZU\Kilingi-Nõmme,142.77,EUR,D
2255,2022-06-15,Jetoil\Narva,'5555******4444 15.06.22  Jetoil\Narva,25.94,EUR,D
2256,2022-06-15,Säästumarket\Abja-Paluoja,'5555******4444 15.06.22  Säästumarket\Abja-Paluoja,378.82,EUR,D
2257,2022-06-16,Circle K\Võhma,'5555******4444 16.06.22  Circle K\Võhma,54.06,EUR,D
2258,2022-06-16,Eesti Disaini Maja\Loksa,'5555******4444 16.06.22  Eesti Disaini Maja\Loksa,140.92,EUR,D
2259,2022-06-17,ABC King\Türi,'5555******4444 17.06.22  ABC King\Türi,478.72,EUR,D
2260,2022-06-17,Juveel\Tapa,'5555******4444 17.06.22  Juveel\Tapa,141.62,EUR,D
2261,2022-06-17,Helen,Transaction with Helen,155.16,EUR,D
2262,2022-06-18,Compensa\Kohtla-Järve,'5555******4444 18.06.22  Compensa\Kohtla-Järve,124.85,EUR,D
2263,2022-06-18,Arno,Transaction with Arno,799.73,EUR,D
2264,2022-06-18,Home Decor\Paide,'5555******4444 18.06.22  Home Decor\Paide,134.4,EUR,D
2265,2022-06-18,Euro Oil\Rakvere,'5555******4444 18.06.22  Euro Oil\Rakvere,41.44,EUR,D
2266,2022-06-18,Fixus\Mustvee,'5555******4444 18.06.22  Fixus\Mustvee,445.76,EUR,D
2267,2022-06-19,Juhan,Salary from Juhan,3584.47,EUR,K
2268,2022-06-19,Katrin,Transaction with Katrin,903.36,EUR,K
2269,2022-06-19,Elisa\Abja-Paluoja,'5555******4444 19.06.22  Elisa\Abja-Paluoja,75.38,EUR,D
2270,2022-06-19,Kurepesa\Otepää,'5555******4444 19.06.22  Kurepesa\Otepää,106.73,EUR,D
2271,2022-06-19,Eesti Disaini Maja\Laagri,'5555******4444 19.06.22  Eesti Disaini Maja\Laagri,351.22,EUR,D
2272,2022-06-20,Olerex\Rakvere,'5555******4444 20.06.22  Olerex\Rakvere,51.53,EUR,D
2273,2022-06-20,Jetoil\Saue,'5555******4444 20.06.22  Jetoil\Saue,85.46,EUR,D
2274,2022-06-21,Priit,Salary from Priit,4566.43,EUR,K
2275,2022-06-24,Balti Jaama Turg\Loksa,'5555******4444 24.06.22  Balti Jaama Turg\Loksa,23.31,EUR,D
2276,2022-06-24,Coop\Haapsalu,'5555******4444 24.06.22  Coop\Haapsalu,472.75,EUR,D
2277,2022-06-24,ONOFF\Maardu,'5555******4444 24.06.22  ONOFF\Maardu,135.81,EUR,D
2278,2022-06-26,Ilona,Transaction with Ilona,70.21,EUR,D
2279,2022-06-27,Tactical Foodpack\Kärdla,'5555******4444 27.06.22  Tactical Foodpack\Kärdla,48.02,EUR,D
2280,2022-06-28,H&M\Põltsamaa,'5555******4444 28.06.22  H&M\Põltsamaa,117.91,EUR,D
2281,2022-06-29,Säästumarket\Tartu,'5555******4444 29.06.22  Säästumarket\Tartu,114.03,EUR,D
2282,2022-06-29,Linda,Salary from Linda,3844.83,EUR,K
2283,2022-06-29,Tallinna Kaubamaja\Vastseliina,'5555******4444 29.06.22  Tallinna Kaubamaja\Vastseliina,396.42,EUR,D
2284,2022-06-30,Alko1000\Narva,'5555******4444 30.06.22  Alko1000\Narva,252.45,EUR,D
2285,2022-06-30,Apollo e-pood\Türi,'5555******4444 30.06.22  Apollo e-pood\Türi,442.04,EUR,D
2286,2022-06-30,ABC King\Otepää,'5555******4444 30.06.22  ABC King\Otepää,244.05,EUR,D
2287,2022-06-30,Fortum\Tõrva,'5555******4444 30.06.22  Fortum\Tõrva,195.51,EUR,D
2288,2022-06-30,Euro Oil\Kohtla-Järve,'5555******4444 30.06.22  Euro Oil\Kohtla-Järve,55.56,EUR,D
2289,2022-07-01,NS King\Elva,'5555******4444 01.07.22  NS King\Elva,413.45,EUR,D
2290,2022-07-01,Balticom\Kärdla,'5555******4444 01.07.22  Balticom\Kärdla,167.31,EUR,D
2291,2022-07-02,Charlot\Sillamäe,'5555******4444 02.07.22  Charlot\Sillamäe,478.61,EUR,D
2292,2022-07-03,Neste\Jõhvi,'5555******4444 03.07.22  Neste\Jõhvi,26.93,EUR,D
2293,2022-07-03,Jetoil\Kohtla-Järve,'5555******4444 03.07.22  Jetoil\Kohtla-Järve,92.1,EUR,D
2294,2022-07-03,Grete,Transaction with Grete,648.31,EUR,D
2295,2022-07-03,Kaubamaja Lastemaailm\Jõgeva,'5555******4444 03.07.22  Kaubamaja Lastemaailm\Jõgeva,394.97,EUR,D
2296,2022-07-04,Cropp\Lihula,'5555******4444 04.07.22  Cropp\Lihula,224.29,EUR,D
2297,2022-07-04,Denim Dream\Haapsalu,'5555******4444 04.07.22  Denim Dream\Haapsalu,301.95,EUR,D
2298,2022-07-04,Terminal Oil\Võsu,'5555******4444 04.07.22  Terminal Oil\Võsu,56.35,EUR,D
2299,2022-07-05,Euro Oil\Tallinn,'5555******4444 05.07.22  Euro Oil\Tallinn,76.29,EUR,D
2300,2022-07-06,Kristiine Keskus\Rapla,'5555******4444 06.07.22  Kristiine Keskus\Rapla,280.53,EUR,D
2301,2022-07-07,Euro Oil\Kuressaare,'5555******4444 07.07.22  Euro Oil\Kuressaare,96.35,EUR,D
2302,2022-07-07,Põnnipesa\Tartu,'5555******4444 07.07.22  Põnnipesa\Tartu,323.48,EUR,D
2303,2022-07-07,Tööriistamarket\Paide,'5555******4444 07.07.22  Tööriistamarket\Paide,349.8,EUR,D
2304,2022-07-07,VKG Energia\Antsla,'5555******4444 07.07.22  VKG Energia\Antsla,41.55,EUR,D
2305,2022-07-07,Euro Oil\Abja-Paluoja,'5555******4444 07.07.22  Euro Oil\Abja-Paluoja,84.97,EUR,D
2306,2022-07-08,Kangadzungel\Tartu,'5555******4444 08.07.22  Kangadzungel\Tartu,293.82,EUR,D
2307,2022-07-08,Hannes,Transaction with Hannes,740.23,EUR,K
2308,2022-07-08,Fama Keskus\Keila,'5555******4444 08.07.22  Fama Keskus\Keila,169.18,EUR,D
2309,2022-07-08,Nõmme Turg\Paldiski,'5555******4444 08.07.22  Nõmme Turg\Paldiski,289.34,EUR,D
2310,2022-07-08,Hansapost e-pood\Lohusuu,'5555******4444 08.07.22  Hansapost e-pood\Lohusuu,333.47,EUR,D
2311,2022-07-09,House\Loksa,'5555******4444 09.07.22  House\Loksa,497.58,EUR,D
2312,2022-07-09,Mohito\Viljandi,'5555******4444 09.07.22  Mohito\Viljandi,21.43,EUR,D
2313,2022-07-12,NS King\Püssi,'5555******4444 12.07.22  NS King\Püssi,34.54,EUR,D
2314,2022-07-12,Kose Vesi\Põltsamaa,'5555******4444 12.07.22  Kose Vesi\Põltsamaa,22.48,EUR,D
2315,2022-07-13,Südameapteek\Saku,'5555******4444 13.07.22  Südameapteek\Saku,332.24,EUR,D
2316,2022-07-13,House\Saku,'5555******4444 13.07.22  House\Saku,494.39,EUR,D
2317,2022-07-13,Fortum\Lohusuu,'5555******4444 13.07.22  Fortum\Lohusuu,179.26,EUR,D
2318,2022-07-13,Arno,Transaction with Arno,709.59,EUR,D
2319,2022-07-16,Tasku Keskus\Võhma,'5555******4444 16.07.22  Tasku Keskus\Võhma,175.42,EUR,D
2320,2022-07-16,Abakhan\Lihula,'5555******4444 16.07.22  Abakhan\Lihula,472.65,EUR,D
2321,2022-07-16,Signe,Transaction with Signe,300.15,EUR,D
2322,2022-07-16,NS King\Abja-Paluoja,'5555******4444 16.07.22  NS King\Abja-Paluoja,370.2,EUR,D
2323,2022-07-16,Grete,Salary from Grete,2780.57,EUR,K
2324,2022-07-17,Espak\Kuressaare,'5555******4444 17.07.22  Espak\Kuressaare,422.57,EUR,D
2325,2022-07-17,House\Türi,'5555******4444 17.07.22  House\Türi,287.97,EUR,D
2326,2022-07-17,Neste\Jõhvi,'5555******4444 17.07.22  Neste\Jõhvi,91.78,EUR,D
2327,2022-07-18,Alexela\Laagri,'5555******4444 18.07.22  Alexela\Laagri,80.16,EUR,D
2328,2022-07-18,Uuskasutuskeskus\Kohtla-Järve,'5555******4444 18.07.22  Uuskasutuskeskus\Kohtla-Järve,276.68,EUR,D
2329,2022-07-20,Rimi\Rakvere,'5555******4444 20.07.22  Rimi\Rakvere,396.66,EUR,D
2330,2022-07-20,Statoil\Saku,'5555******4444 20.07.22  Statoil\Saku,58.26,EUR,D
2331,2022-07-21,Terminal Oil\Lääne-Nigula,'5555******4444 21.07.22  Terminal Oil\Lääne-Nigula,53.87,EUR,D
2332,2022-07-22,Signe,Salary from Signe,4324.46,EUR,K
2333,2022-07-22,Sadama Turg\Kärdla,'5555******4444 22.07.22  Sadama Turg\Kärdla,135.74,EUR,D
2334,2022-07-22,Oomipood\Põlva,'5555******4444 22.07.22  Oomipood\Põlva,39.78,EUR,D
2335,2022-07-22,PetCenter\Türi,'5555******4444 22.07.22  PetCenter\Türi,84.04,EUR,D
2336,2022-07-22,Motonet\Kuressaare,'5555******4444 22.07.22  Motonet\Kuressaare,10.12,EUR,D
2337,2022-07-23,Espak\Tabasalu,'5555******4444 23.07.22  Espak\Tabasalu,361.33,EUR,D
2338,2022-07-23,Tööriistamarket\Lääne-Nigula,'5555******4444 23.07.22  Tööriistamarket\Lääne-Nigula,366.88,EUR,D
2339,2022-07-23,Tervis24\Luunja,'5555******4444 23.07.22  Tervis24\Luunja,302.5,EUR,D
2340,2022-07-24,Alexela\Kunda,'5555******4444 24.07.22  Alexela\Kunda,78.58,EUR,D
2341,2022-07-24,Mööbliait\Saue,'5555******4444 24.07.22  Mööbliait\Saue,359.83,EUR,D
2342,2022-07-24,Euro Oil\Lääne-Nigula,'5555******4444 24.07.22  Euro Oil\Lääne-Nigula,61.93,EUR,D
2343,2022-07-24,Fortum\Keila,'5555******4444 24.07.22  Fortum\Keila,127.86,EUR,D
2344,2022-07-24,Olerex\Haapsalu,'5555******4444 24.07.22  Olerex\Haapsalu,48.37,EUR,D
2345,2022-07-26,Olerex\Kohtla-Järve,'5555******4444 26.07.22  Olerex\Kohtla-Järve,57.73,EUR,D
2346,2022-07-26,E-Selver\Lääne-Nigula,'5555******4444 26.07.22  E-Selver\Lääne-Nigula,328.37,EUR,D
2347,2022-07-26,Sportland\Saku,'5555******4444 26.07.22  Sportland\Saku,252.47,EUR,D
2348,2022-07-27,Katrin,Transaction with Katrin,69.95,EUR,D
2349,2022-07-27,Kangadzungel\Rapla,'5555******4444 27.07.22  Kangadzungel\Rapla,387.02,EUR,D
2350,2022-07-27,Goldtime\Kunda,'5555******4444 27.07.22  Goldtime\Kunda,284.97,EUR,D
2351,2022-07-28,Tactical Foodpack\Tartu,'5555******4444 28.07.22  Tactical Foodpack\Tartu,412.47,EUR,D
2352,2022-07-28,ZooPlan\Viljandi,'5555******4444 28.07.22  ZooPlan\Viljandi,453.17,EUR,D
2353,2022-07-29,Magaziin e-pood\Sillamäe,'5555******4444 29.07.22  Magaziin e-pood\Sillamäe,499.15,EUR,D
2354,2022-07-29,ZooPlan\Rapla,'5555******4444 29.07.22  ZooPlan\Rapla,372.79,EUR,D
2355,2022-07-29,Kadaka Turg\Otepää,'5555******4444 29.07.22  Kadaka Turg\Otepää,247.99,EUR,D
2356,2022-07-29,Monton\Viljandi,'5555******4444 29.07.22  Monton\Viljandi,264.39,EUR,D
2357,2022-07-29,Hansapost e-pood\Püssi,'5555******4444 29.07.22  Hansapost e-pood\Püssi,263.66,EUR,D
2358,2022-07-30,Birgit,Transaction with Birgit,718.18,EUR,D
2359,2022-07-30,Neste\Kunda,'5555******4444 30.07.22  Neste\Kunda,15.33,EUR,D
2360,2022-07-30,Kristi,Transaction with Kristi,146.75,EUR,D
2361,2022-07-30,Liviko\Tabasalu,'5555******4444 30.07.22  Liviko\Tabasalu,386.23,EUR,D
2362,2022-07-31,Neste\Kiviõli,'5555******4444 31.07.22  Neste\Kiviõli,77.43,EUR,D
2363,2022-07-31,Zara\Keila,'5555******4444 31.07.22  Zara\Keila,149.9,EUR,D
2364,2022-07-31,Ingrid,Salary from Ingrid,4720.26,EUR,K
2365,2022-07-31,Matkamaailm\Lohusuu,'5555******4444 31.07.22  Matkamaailm\Lohusuu,374.21,EUR,D
2366,2022-08-01,Euro Oil\Keila,'5555******4444 01.08.22  Euro Oil\Keila,45.06,EUR,D
2367,2022-08-01,Südameapteek\Kose,'5555******4444 01.08.22  Südameapteek\Kose,147.14,EUR,D
2368,2022-08-01,Apollo Raamatud\Tallinn,'5555******4444 01.08.22  Apollo Raamatud\Tallinn,15.66,EUR,D
2369,2022-08-02,Circle K\Abja-Paluoja,'5555******4444 02.08.22  Circle K\Abja-Paluoja,76.36,EUR,D
2370,2022-08-02,Tondi Elektroonika\Tartu,'5555******4444 02.08.22  Tondi Elektroonika\Tartu,154.33,EUR,D
2371,2022-08-04,Espak\Loksa,'5555******4444 04.08.22  Espak\Loksa,236.76,EUR,D
2372,2022-08-05,Liviko\Vastseliina,'5555******4444 05.08.22  Liviko\Vastseliina,27.8,EUR,D
2373,2022-08-05,Olerex\Kohtla-Järve,'5555******4444 05.08.22  Olerex\Kohtla-Järve,76.26,EUR,D
2374,2022-08-05,Eesti Disaini Maja\Saku,'5555******4444 05.08.22  Eesti Disaini Maja\Saku,456.22,EUR,D
2375,2022-08-05,ZooPlan\Kohtla-Järve,'5555******4444 05.08.22  ZooPlan\Kohtla-Järve,20.16,EUR,D
2376,2022-08-06,Euro Oil\Püssi,'5555******4444 06.08.22  Euro Oil\Püssi,63.27,EUR,D
2377,2022-08-06,Decora\Kunda,'5555******4444 06.08.22  Decora\Kunda,72.02,EUR,D
2378,2022-08-07,Tasku Keskus\Tõrva,'5555******4444 07.08.22  Tasku Keskus\Tõrva,43.26,EUR,D
2379,2022-08-08,Grossi Toidukaubad\Tabasalu,'5555******4444 08.08.22  Grossi Toidukaubad\Tabasalu,89.11,EUR,D
2380,2022-08-08,Euro Oil\Võhma,'5555******4444 08.08.22  Euro Oil\Võhma,86.4,EUR,D
2381,2022-08-09,Coop\Võhma,'5555******4444 09.08.22  Coop\Võhma,466.61,EUR,D
2382,2022-08-09,Neste\Võsu,'5555******4444 09.08.22  Neste\Võsu,33.88,EUR,D
2383,2022-08-09,ZooPlan\Viljandi,'5555******4444 09.08.22  ZooPlan\Viljandi,69.28,EUR,D
2384,2022-08-09,Photopoint\Tallinn,'5555******4444 09.08.22  Photopoint\Tallinn,94.62,EUR,D
2385,2022-08-09,Ülemiste Keskus\Elva,'5555******4444 09.08.22  Ülemiste Keskus\Elva,361.36,EUR,D
2386,2022-08-10,Neste\Kohtla-Järve,'5555******4444 10.08.22  Neste\Kohtla-Järve,65.73,EUR,D
2387,2022-08-10,Erik,Transaction with Erik,706.43,EUR,K
2388,2022-08-10,Circle K\Võhma,'5555******4444 10.08.22  Circle K\Võhma,96.43,EUR,D
2389,2022-08-10,Alexela\Vastseliina,'5555******4444 10.08.22  Alexela\Vastseliina,79.57,EUR,D
2390,2022-08-10,Tondi Elektroonika\Kunda,'5555******4444 10.08.22  Tondi Elektroonika\Kunda,297.61,EUR,D
2391,2022-08-11,Annika,Salary from Annika,4733.39,EUR,K
2392,2022-08-11,Terminal Oil\Türi,'5555******4444 11.08.22  Terminal Oil\Türi,19.07,EUR,D
2393,2022-08-11,Hansapost e-pood\Tabasalu,'5555******4444 11.08.22  Hansapost e-pood\Tabasalu,172.54,EUR,D
2394,2022-08-12,Suunto\Antsla,'5555******4444 12.08.22  Suunto\Antsla,394.9,EUR,D
2395,2022-08-12,Kristiine Keskus\Kärdla,'5555******4444 12.08.22  Kristiine Keskus\Kärdla,245.49,EUR,D
2396,2022-08-12,Olerex\Luunja,'5555******4444 12.08.22  Olerex\Luunja,32.06,EUR,D
2397,2022-08-12,Circle K\Sillamäe,'5555******4444 12.08.22  Circle K\Sillamäe,72.83,EUR,D
2398,2022-08-12,Sandra,Salary from Sandra,2669.22,EUR,K
2399,2022-08-13,Kristiine Keskus\Kuressaare,'5555******4444 13.08.22  Kristiine Keskus\Kuressaare,155.4,EUR,D
2400,2022-08-13,Apotheka\Lihula,'5555******4444 13.08.22  Apotheka\Lihula,348.94,EUR,D
2401,2022-08-13,Circle K\Loksa,'5555******4444 13.08.22  Circle K\Loksa,47.96,EUR,D
2402,2022-08-13,Jetoil\Lääne-Nigula,'5555******4444 13.08.22  Jetoil\Lääne-Nigula,99.16,EUR,D
2403,2022-08-13,Kose Vesi\Kose,'5555******4444 13.08.22  Kose Vesi\Kose,184.25,EUR,D
2404,2022-08-14,Karl,Transaction with Karl,318.31,EUR,K
2405,2022-08-15,Home4You\Elva,'5555******4444 15.08.22  Home4You\Elva,33.57,EUR,D
2406,2022-08-15,Sõbralt Sõbrale\Tõrva,'5555******4444 15.08.22  Sõbralt Sõbrale\Tõrva,164.02,EUR,D
2407,2022-08-15,Stockmann\Laagri,'5555******4444 15.08.22  Stockmann\Laagri,168.99,EUR,D
2408,2022-08-15,Suunto\Rakvere,'5555******4444 15.08.22  Suunto\Rakvere,255.93,EUR,D
2409,2022-08-17,Alexela\Tartu,'5555******4444 17.08.22  Alexela\Tartu,29.98,EUR,D
2410,2022-08-17,Nõmme Turg\Mustvee,'5555******4444 17.08.22  Nõmme Turg\Mustvee,370.63,EUR,D
2411,2022-08-17,Aivi,Transaction with Aivi,758.66,EUR,D
2412,2022-08-18,Ivo Nikkolo\Kilingi-Nõmme,'5555******4444 18.08.22  Ivo Nikkolo\Kilingi-Nõmme,168.68,EUR,D
2413,2022-08-18,Alexela\Saue,'5555******4444 18.08.22  Alexela\Saue,56.72,EUR,D
2414,2022-08-18,Cropp\Laagri,'5555******4444 18.08.22  Cropp\Laagri,435.34,EUR,D
2415,2022-08-18,Lindex\Rakvere,'5555******4444 18.08.22  Lindex\Rakvere,300.78,EUR,D
2416,2022-08-19,Priit,Salary from Priit,4042.39,EUR,K
2417,2022-08-19,Alexela\Pärnu,'5555******4444 19.08.22  Alexela\Pärnu,92.62,EUR,D
2418,2022-08-19,T1 Mall of Tallinn\Saku,'5555******4444 19.08.22  T1 Mall of Tallinn\Saku,292.89,EUR,D
2419,2022-08-20,Prisma\Mustvee,'5555******4444 20.08.22  Prisma\Mustvee,385.86,EUR,D
2420,2022-08-20,Marko,Transaction with Marko,393.02,EUR,D
2421,2022-08-20,Fortum\Laagri,'5555******4444 20.08.22  Fortum\Laagri,129.68,EUR,D
2422,2022-08-21,Katrin,Salary from Katrin,3050.66,EUR,K
2423,2022-08-21,Compensa\Abja-Paluoja,'5555******4444 21.08.22  Compensa\Abja-Paluoja,166.27,EUR,D
2424,2022-08-21,Fama Keskus\Paldiski,'5555******4444 21.08.22  Fama Keskus\Paldiski,278.43,EUR,D
2425,2022-08-21,Värvikeskus\Jõgeva,'5555******4444 21.08.22  Värvikeskus\Jõgeva,392.0,EUR,D
2426,2022-08-22,Matkasell\Jõhvi,'5555******4444 22.08.22  Matkasell\Jõhvi,484.8,EUR,D
2427,2022-08-23,Jetoil\Vastseliina,'5555******4444 23.08.22  Jetoil\Vastseliina,79.84,EUR,D
2428,2022-08-23,Hansaplant\Otepää,'5555******4444 23.08.22  Hansaplant\Otepää,154.86,EUR,D
2429,2022-08-23,Autoekspert\Pärnu,'5555******4444 23.08.22  Autoekspert\Pärnu,470.4,EUR,D
2430,2022-08-23,Indrek,Salary from Indrek,1448.93,EUR,K
2431,2022-08-23,Mööbliait\Lihula,'5555******4444 23.08.22  Mööbliait\Lihula,383.48,EUR,D
2432,2022-08-24,Nõmme Turg\Luunja,'5555******4444 24.08.22  Nõmme Turg\Luunja,446.06,EUR,D
2433,2022-08-25,Automaailm\Elva,'5555******4444 25.08.22  Automaailm\Elva,79.86,EUR,D
2434,2022-08-25,T1 Mall of Tallinn\Pärnu,'5555******4444 25.08.22  T1 Mall of Tallinn\Pärnu,10.26,EUR,D
2435,2022-08-25,K-Rauta e-pood\Otepää,'5555******4444 25.08.22  K-Rauta e-pood\Otepää,118.85,EUR,D
2436,2022-08-25,Maarika,Transaction with Maarika,998.43,EUR,K
2437,2022-08-26,Jaan,Transaction with Jaan,644.64,EUR,K
2438,2022-08-26,Apollo e-pood\Tallinn,'5555******4444 26.08.22  Apollo e-pood\Tallinn,340.87,EUR,D
2439,2022-08-26,Helena,Salary from Helena,2519.33,EUR,K
2440,2022-08-26,Andres,Transaction with Andres,979.9,EUR,D
2441,2022-08-28,PZU\Valga,'5555******4444 28.08.22  PZU\Valga,58.94,EUR,D
2442,2022-08-28,Kaubamaja Lastemaailm\Rapla,'5555******4444 28.08.22  Kaubamaja Lastemaailm\Rapla,197.32,EUR,D
2443,2022-08-28,Kersti,Transaction with Kersti,876.16,EUR,D
2444,2022-08-30,Alko1000\Paldiski,'5555******4444 30.08.22  Alko1000\Paldiski,204.79,EUR,D
2445,2022-08-30,Ingrid,Transaction with Ingrid,604.77,EUR,K
2446,2022-08-30,Alexela\Rapla,'5555******4444 30.08.22  Alexela\Rapla,58.44,EUR,D
2447,2022-08-30,Balti Jaama Turg\Tartu,'5555******4444 30.08.22  Balti Jaama Turg\Tartu,118.6,EUR,D
2448,2022-08-30,Home4You\Loksa,'5555******4444 30.08.22  Home4You\Loksa,417.52,EUR,D
2449,2022-09-01,Oskar,Transaction with Oskar,106.72,EUR,D
2450,2022-09-02,Marleen,Transaction with Marleen,529.59,EUR,K
2451,2022-09-02,Viru Keskus\Tõrva,'5555******4444 02.09.22  Viru Keskus\Tõrva,301.26,EUR,D
2452,2022-09-02,Expert\Laagri,'5555******4444 02.09.22  Expert\Laagri,66.16,EUR,D
2453,2022-09-02,Circle K\Põltsamaa,'5555******4444 02.09.22  Circle K\Põltsamaa,78.81,EUR,D
2454,2022-09-02,Liviko\Türi,'5555******4444 02.09.22  Liviko\Türi,178.09,EUR,D
2455,2022-09-03,Terminal Oil\Kose,'5555******4444 03.09.22  Terminal Oil\Kose,10.04,EUR,D
2456,2022-09-03,ABC King\Kilingi-Nõmme,'5555******4444 03.09.22  ABC King\Kilingi-Nõmme,476.26,EUR,D
2457,2022-09-04,Coop\Tabasalu,'5555******4444 04.09.22  Coop\Tabasalu,164.84,EUR,D
2458,2022-09-05,Neste\Kärdla,'5555******4444 05.09.22  Neste\Kärdla,84.35,EUR,D
2459,2022-09-05,Pärnu Keskus\Põltsamaa,'5555******4444 05.09.22  Pärnu Keskus\Põltsamaa,49.09,EUR,D
2460,2022-09-05,Euro Oil\Loksa,'5555******4444 05.09.22  Euro Oil\Loksa,92.42,EUR,D
2461,2022-09-06,Circle K\Tallinn,'5555******4444 06.09.22  Circle K\Tallinn,82.12,EUR,D
2462,2022-09-06,Grossi Toidukaubad\Sillamäe,'5555******4444 06.09.22  Grossi Toidukaubad\Sillamäe,491.87,EUR,D
2463,2022-09-06,Janek,Transaction with Janek,157.15,EUR,K
2464,2022-09-06,Ott,Transaction with Ott,143.04,EUR,K
2465,2022-09-06,Circle K\Haapsalu,'5555******4444 06.09.22  Circle K\Haapsalu,46.45,EUR,D
2466,2022-09-08,Birgit,Transaction with Birgit,202.7,EUR,K
2467,2022-09-08,Arne,Salary from Arne,4316.17,EUR,K
2468,2022-09-08,Arno,Transaction with Arno,652.77,EUR,K
2469,2022-09-08,Infonet\Põlva,'5555******4444 08.09.22  Infonet\Põlva,157.14,EUR,D
2470,2022-09-09,Eesti Disaini Maja\Kose,'5555******4444 09.09.22  Eesti Disaini Maja\Kose,247.89,EUR,D
2471,2022-09-10,Magaziin\Põltsamaa,'5555******4444 10.09.22  Magaziin\Põltsamaa,158.24,EUR,D
2472,2022-09-10,Kristi,Transaction with Kristi,306.23,EUR,D
2473,2022-09-10,Olerex\Võhma,'5555******4444 10.09.22  Olerex\Võhma,91.07,EUR,D
2474,2022-09-10,K-Rauta e-pood\Vastseliina,'5555******4444 10.09.22  K-Rauta e-pood\Vastseliina,300.43,EUR,D
